#,ENGINEER ONLY - Enter installation client ref (excluding the letters),ENGINEER,Did the engineer arrive on time?,How satisfied were you with the quality and standard of the work that was carried out?,How satisfied were you with the connection speed demonstrated?,Based just on your install experience today how likely are you to recommend Freedom Fibre to a friend or colleague?,Please add any further comments you have that would help better our service.,Response Type,Start Date (UTC),Stage Date (UTC),Submit Date (UTC),Network ID
0ptspe87tban6umjly1vh0ptspoxqpuo,610010778,Curtis,1,5,3,5,"Curtis was brilliant, he was very careful and very polite.",completed,20/12/2023 10:30,,20/12/2023 10:35,4ea6d4aa4b
jlsbfgqhlm7kjlsbiwvpmw472cya2pmu,610010784,Curtis,1,5,4,5,"Polite, did the job clean and tidy.",completed,20/12/2023 10:17,,20/12/2023 10:19,4ea6d4aa4b
4q5y8g1prssey25tcl4q5y8uulwmy7sr,610010785,Anthony,1,5,5,4,All good,completed,20/12/2023 10:13,,20/12/2023 10:16,4ea6d4aa4b
8uj4x2t53jd0jrjrb998uj4x2trpv4f7,10010755,Tony,1,5,5,5,"They were fine, our router is upstairs so they had to think on their feet but they were great",completed,15/12/2023 10:23,,15/12/2023 10:24,c7e9a157bf
oy5tatugtm4q2uoy5tlsaelzkydoajt1,2210010158,Paul,1,5,5,5,"Very happy with Paul, the engineer was very good he explained everything very well and was brilliant. Would highly recommend",completed,11/12/2023 15:47,,11/12/2023 15:50,1191227944
9mkv7f3fdur3ixqs3e9mkvygawpkh3ju,610010286,Tony,1,5,5,5,,completed,11/12/2023 15:39,,11/12/2023 15:41,1191227944
5n56hraucqk7hb421d5n599zdoigtxzr,210009949,Lucy,1,5,4,5,Service from the engineer was fantastic. Lucy was professional and did a great job. Very impressed with the service,completed,11/12/2023 15:33,,11/12/2023 15:37,1191227944
p8m4fqzkb6xardxpp8m4fbmuj83w3k22,10009528,Curtis,1,5,5,5,"very polite and courteous, I'd recommend them to anyone",completed,01/12/2023 13:59,,01/12/2023 14:04,60e4bd1d1f
pc2dkwezqxwvw09vqtorqqpc2dkweqxq,10010380,Anthony,1,5,5,5,,completed,01/12/2023 13:53,,01/12/2023 13:56,0cd8a9fd55
alxzizr28gbt8y9malxzhru8jwvv3dms,10010481,Tony,1,5,5,5,It's very good,completed,01/12/2023 13:47,,01/12/2023 13:59,60e4bd1d1f
hnzrsi9pyoghz9phnztohtew9phn43t7,10010477,Tony,1,5,5,5,"Jolly good job, really well done although there was a little bit of difficulty with fences but they managed to get it done",completed,29/11/2023 12:54,,29/11/2023 12:57,4ea6d4aa4b
vkfzl2edjhyko49o0kvkfzl29jgdze57,10010430,Harry,1,5,5,5,.,completed,29/11/2023 12:41,,29/11/2023 12:45,4ea6d4aa4b
7vvq2nclykoriwe0w587vvq2ngvmci5v,110010182,Lucy,1,3,1,3,,completed,28/11/2023 17:44,,28/11/2023 17:48,1191227944
kvyvix7newn39dos31jkvyvi63yoa5q2,2110010387,Curtis,1,5,5,5,,completed,28/11/2023 17:34,,28/11/2023 17:40,1191227944
qdu5qhd5a0gmguwqdu5g5m8cd0bi6j1h,100105,Harry,1,5,5,5,n/a,completed,22/11/2023 11:01,,22/11/2023 11:03,4ea6d4aa4b
0p6uyj1g69z57xa0p6utbtd3ruqr0lxu,10010353,Lucy,1,5,5,5,Very interesting to see the install being carried out,completed,22/11/2023 10:56,,22/11/2023 10:59,4ea6d4aa4b
mgw2fybrpdd6o0vznbhps08qmgw2fy7g,10010373, Curtis,1,5,4,5,Very good.,completed,22/11/2023 10:47,,22/11/2023 10:52,4ea6d4aa4b
u5khtd0buk2ap872a5op1u5khtc12bt8,10046, Curtis,1,5,5,5,was in work but explained he was happy to put everything as a good standard and is happy with the work complete,completed,16/11/2023 12:03,,16/11/2023 12:06,4ea6d4aa4b
budsrnjvh0a50k5dzhmlj6budsrnk079,10009912,Anthony,1,5,5,5,,completed,16/11/2023 11:29,,16/11/2023 11:36,4ea6d4aa4b
6tsgdw90gkx86un2squgz6tsgdw90y4n,10009570,Kieron,1,5,4,3,"Engineers were lovely but it was very inconvenient, I wasn't given any information and thought they would just come and switch my router but then I had 4 vans on the front, guys on the roof and none of it was explained to me when I was called to book an appointment.",completed,16/11/2023 10:51,,16/11/2023 11:25,4ea6d4aa4b
yd3yeg7aunjyyueh2nyd3yeg4d1kr70n,10010029,Curtis,1,5,5,5,"He was very nice, we had no problems with him. Everything went fine and he explained everything.",completed,02/11/2023 10:17,,02/11/2023 10:39,4ea6d4aa4b
3d06g0ebczjryrs3d06q4vh6f4exywi7,10009983,Lucy,,,,,They were very pleasant and not obtrusive. I didn't have to do anything and they did everything they needed to do - ((cx scored 3 for recommendation as they are ambivalent about the internet in general)),completed,02/11/2023 10:17,,02/11/2023 10:35,4ea6d4aa4b
ic4pv4bnujxzozn43giyic4pv45auvoa,10009982,Harry,1,5,5,5,He did well,completed,02/11/2023 10:16,,02/11/2023 10:20,4ea6d4aa4b
50zcpu7t5w5cgsm07c950zcpuzdiaziz,10009970,Lucy,1,5,5,5,"The engineer was really accommodating, we had our line in a difficult place as it had to come through the conservatory and was hard to get to. We're really happy with it",completed,26/10/2023 09:30,,26/10/2023 09:49,4ea6d4aa4b
1uw7x6nhrjh3kxttp1uw7x6nh9ku5bdm,10009971,Curtis,1,5,5,5,I'm very satisfied,completed,26/10/2023 09:29,,26/10/2023 15:34,4ea6d4aa4b
pneef5m3cg0ph7pnee43arnl1b28fsv7,10009895,Callum,1,5,5,5,"I give Callum a 5 overall, very happy with his work",completed,26/10/2023 09:29,,26/10/2023 11:18,4ea6d4aa4b
6e45ule6pv087lqnq5n6e45ixwcor3dw,10009966,Harry,1,4,4,4,The cap that was put on the outside wall where the fibre cable feeds into fell off after the engineer left.,completed,25/10/2023 08:23,,25/10/2023 08:27,4ea6d4aa4b
45rv20a6i274mtnwvoybm3345rv20adq,10009697,Callum,1,5,5,5,It was fine.,completed,25/10/2023 08:17,,25/10/2023 08:20,4ea6d4aa4b
t07epoxu04oygnolnko7t07epoxhc5za,110009623,Anthony,1,5,5,5,"Everything was great, engineer was polite.",completed,25/10/2023 08:06,,25/10/2023 08:15,4ea6d4aa4b
feutvnxyxdozbyyib5799zlfeutvngcm,10008783,Lucy,1,5,5,5,"She was very polite and explained everything to us, initially there was a problem but she overcame that and everything went well. She explained what she was doing and did the connection really well. We're very satisfied with it",completed,19/10/2023 08:15,,19/10/2023 08:17,4ea6d4aa4b
rw23lejjf0vbwvt8fm5kvrw23lupxchj,10009596,Curtis,1,5,5,5,"very good, very neat, would score a ten if I could",completed,19/10/2023 08:10,,19/10/2023 12:05,4ea6d4aa4b
jrnt5vqlgau57occ1hjrnt5vqhpzuhqm,10009508,Daniel,1,5,5,5,"Did a great job, was very patient",completed,19/10/2023 08:08,,19/10/2023 12:00,4ea6d4aa4b
rv6xydt292oysbw3zrv6xyxkkl5ovifv,610009364,Curtis,1,5,1,5,No further comments,completed,11/10/2023 14:40,,11/10/2023 14:43,aa5d573bc7
ur5q4uxx61u13e8rvfur5qxtl4wx3k9z,2410009164,Paul,1,5,3,5,Things went smoothly.,completed,11/10/2023 14:35,,11/10/2023 14:37,aa5d573bc7
y6f8q8iw78262z8t0y6h3n17chydj5ve,10009299,Curtis,1,4,5,5,Great Job,completed,05/10/2023 09:27,,05/10/2023 09:34,121818e398
zvgemgcdvpuu815txc1zvge1et6ag7an,10009300,Harry,1,5,5,5,Very good experience.,completed,04/10/2023 10:27,,04/10/2023 10:30,4ea6d4aa4b
xdtr89r3v6438k2jbuxdtrdwgs7qnt3p,2210009096,Callum,1,5,5,5,It went very well and happy with the install.,completed,04/10/2023 10:23,,04/10/2023 10:26,4ea6d4aa4b
u13xdx3svforqekflu13xdxc4yt9zvii,10009386,Anthony,1,5,5,5,He was very impressed with the engineer,completed,04/10/2023 10:18,,04/10/2023 10:21,4ea6d4aa4b
i6vfwndmkui2bh0i6vk3tbevdbh4r6e8,10009179,Danny,1,5,1,3,The service stopped working as soon as the engineer left. After checking this I can see its been provisioned using duplicate CVLAN. Customer called TalkTalk BAU and not future fibre who provided no help and gave the wrong information,completed,02/10/2023 13:38,,02/10/2023 13:51,88de4a0528
t1jc4xh8kikkjq3u7t1vo291bkkbyyk6,10009160,Lucy,1,5,5,5,,completed,02/10/2023 12:40,,02/10/2023 12:43,0cd8a9fd55
tj8xa7dybczxvu86tj8sxa9ct3rd3pfa,10009162,Callum,1,5,5,5,Engineer was professional and polite,completed,02/10/2023 12:36,,02/10/2023 12:40,0cd8a9fd55
fdrbmzsqpj2uw9x96aj89964nfdrbmzs,10008965,Anthony,1,5,5,5,Did a really good job,completed,28/09/2023 09:29,,28/09/2023 09:31,60e4bd1d1f
33l566zo8c3dz488y33l5uvcb3bx0dis,2110009087,Paul,1,5,5,5,He was fantastic,completed,27/09/2023 12:18,,27/09/2023 12:21,4ea6d4aa4b
a1zkb68auo940vt7putvwa1zkb1sbqs5,2210009097,Callum,1,4,4,4,NA,completed,27/09/2023 08:31,,27/09/2023 08:34,4ea6d4aa4b
shpn7zxfybt7gy81exdshpncr12xlgxj,10009099,Anthony,1,4,4,5,NA,completed,27/09/2023 08:27,,27/09/2023 08:29,4ea6d4aa4b
kvjkrf78ymywolv1a5fkvjk97mj38x7i,10009142,Lucy,0,4,1,5,Wireless connection almost does not work at all. Wired works perfect. Router is less than a meter from the playstation and it always drops out. showing around 50mbps when connected on wireless,completed,26/09/2023 12:21,,26/09/2023 12:27,4ea6d4aa4b
hvo8rqjjreva1hvo8rqp2kgbn1vgoqjg,10009076,Curtis,1,5,5,5,,completed,26/09/2023 12:11,,26/09/2023 12:16,4ea6d4aa4b
kxq8el0azjsryxoh0kxq888teltnqdbk,10008976,Paul,1,5,4,5,"Engineer worked very well, was on time and worked quietly and cleanly",completed,22/09/2023 09:36,,22/09/2023 16:15,60e4bd1d1f
62pviedz1mobaqlyi262pvi9sevg3n49,10008978,Mark,1,5,5,5,The engineer was friendly and thoughtful in what he did and how he entered my house. He just got on with the job and there were no problems.,completed,22/09/2023 09:35,,22/09/2023 09:39,60e4bd1d1f
cpywefndva54im97a2qdcpywef0q85yz,10009198,Curtis,1,1,1,1,Engineer was lovely but internet isn't working right now,completed,22/09/2023 09:32,,22/09/2023 15:47,60e4bd1d1f
zlhx5tfbl46krvn7kfzlhzpi9e3m7jl1,10008850,Mark,1,5,5,5,Customer was happy with the engineer work.,completed,22/09/2023 09:11,,22/09/2023 09:12,aa5d573bc7
0v1eg3qhxek36poe0v1egh01x3frp11u,10009013,Callum,1,5,5,5,Friendly engineers and got the job done,completed,22/09/2023 08:50,,22/09/2023 08:56,0cd8a9fd55
74vkuxbp0su2ig1u5bke74vku7q70p4e,10008982,Paul,1,4,4,4,,completed,22/09/2023 08:29,,22/09/2023 08:38,0cd8a9fd55
ioyzwp4ul19cb56urmazioyzc5en25kr,10008999,Daniel,1,5,5,5,"It was done very considerably, it was clean and the engineer was very polite.",completed,15/09/2023 12:17,,15/09/2023 12:23,aa5d573bc7
7w7bw1vskuslptart7w7bwrlofqkmoh7,10008503,Harry,1,5,5,5,He was very good and put the box in the place we wanted it. He arrived early and it was very easy.,completed,14/09/2023 13:16,,14/09/2023 13:21,60e4bd1d1f
0j89rai4bm5wpymo0j89raistyg0f9e9,10009075,Harry,0,4,4,4,"Engineer was around 10 minutes later, customer understands as he was running late on last install, install seemed really quick which was good and Harry was well mannered and polite",completed,13/09/2023 11:37,,13/09/2023 12:16,216d4d08a4
kavfh3zlmt2p0kavwz0zlnxq2x55u66r,1000871,Harry,1,4,4,4,,completed,13/09/2023 09:04,,13/09/2023 09:07,4ea6d4aa4b
7iw5sergoz7zs5m2m33rty7iw5s3n3w1,10008865,Curtis,1,5,5,5,,completed,12/09/2023 12:08,,12/09/2023 12:10,121818e398
v51aeej29y2w9dluy6knq3v51aee8jwj,10008987,Callum,0,4,5,5,,completed,12/09/2023 09:22,,12/09/2023 09:29,121818e398
wzju5i5k63h0gto83wzju5if0eabui7j,15747844,Harry,1,5,5,5,,completed,26/08/2023 15:40,,26/08/2023 15:40,5c6afc6394
bdiont25ed9ddonejbdion90x8egx5js,15748098,Paul,1,5,5,5,,completed,26/08/2023 15:39,,26/08/2023 15:39,5c6afc6394
r3dfmg5qd2haad8xrwph09m99uznefzu,15915431,Mark,1,5,5,5,"Was fine, the people were fine,",completed,26/08/2023 15:31,,26/08/2023 15:31,5c6afc6394
kxn0y7commniddktokxn0y2ad04oke38,15681080,Mark,1,5,5,5,,completed,26/08/2023 15:29,,26/08/2023 15:30,5c6afc6394
r7u01peootn13sxr7u060bqx9ta5s1t0,15964771,Daniel,1,5,5,5,,completed,26/08/2023 15:28,,26/08/2023 15:29,5c6afc6394
orbijpogo72cd0uzfbkynporbijpdfgh,15748698,Callum,1,5,5,5,very happy no issues,completed,26/08/2023 15:19,,26/08/2023 15:20,5c6afc6394
x96jxzt7yk6nzeyx96sbp666e3zzywhc,15680784,Anthony,1,5,5,5,,completed,26/08/2023 15:18,,26/08/2023 15:18,5c6afc6394
bzx8neskqoz75cfupxbzx8n9awjd99oh,15801006,Paul,1,5,4,3,speeds are up and down,completed,26/08/2023 15:11,,26/08/2023 15:12,5c6afc6394
e0a31cusuw1rayycjo6e0a31cxq4v54x,15680432,Callum,1,5,5,5,,completed,26/08/2023 15:06,,26/08/2023 15:07,5c6afc6394
qerplki88q5fm8jmpoinqerplw1z7hr9,15680690,Kieron,1,5,5,5,very helpful,completed,26/08/2023 15:01,,26/08/2023 15:02,5c6afc6394
g769ql86sv1658qhg769ql8xmwbmpxcc,15900400,Anthony,1,5,5,5,"very happy , the engineers where very comfortable to be around and nice lads no issues",completed,18/08/2023 13:32,,18/08/2023 13:33,5c6afc6394
0mwcwie9bfkgq0b0wz80mwcwbkmjyfjl,15679739,Daniel,1,5,3,2,"Router keeps kicking out every 10 mins , spoke to TT yesterday and are sending new router .",completed,18/08/2023 13:22,,18/08/2023 13:23,5c6afc6394
ld4nav32teqzp85tt97ld4navqddcvus,15679519,Anthony,1,5,5,5,super team no issues,completed,18/08/2023 13:05,,18/08/2023 13:06,5c6afc6394
3kcs3kzfymnbj33kcs3jprx383iphhby,15699221,Anthony,1,5,5,5,,completed,18/08/2023 12:57,,18/08/2023 12:57,5c6afc6394
fmrermq2mayhsfqy9nn2ufmrermfj9hl,15679107,Mark,1,5,5,5,,completed,18/08/2023 12:49,,18/08/2023 12:50,5c6afc6394
xpboz82vf6gmn0qxpboz9aglysgt2d66,15679134,Mark,1,5,5,5,,completed,18/08/2023 12:45,,18/08/2023 12:46,5c6afc6394
eyubwevwviophrukm9eyubwevxb0u2ey,15679405,Paul,1,5,5,5,,completed,18/08/2023 12:39,,18/08/2023 12:40,5c6afc6394
h5v8xt577todhe85lj4h5v8xt57gy7lx,15679082,Paul,1,4,5,5,"only issue  is external box is covering Sky cables, we will arrange a visit with Kieron to move .",completed,18/08/2023 12:34,,18/08/2023 12:37,5c6afc6394
3kerr8dm9o0g8c7qhh3kerr8pjecl8jt,15670138,Daniel,1,5,4,5,all god so far no issues,completed,18/08/2023 12:01,,18/08/2023 12:02,5c6afc6394
lar91kymdw00o6lar91kyut5gy2hcme5,15730382,Daniel,1,5,5,5,"boys was fab , Kerion went the extra mile and put all gravel back tidy .",completed,18/08/2023 11:55,,18/08/2023 11:57,5c6afc6394
bvdox8aj40o0zee6m47fbvdox8bekvfg,10008514,Daniel,1,5,5,5,"Was fine, the people were fine,",completed,14/08/2023 09:24,,14/08/2023 09:25,d7e6c3350f
yvuq19qhd9isyzklyvuqfp1fn823nos8,10008506,Harry,1,5,5,5,"the guys worked hard, quick as could be, polite clean and tidy",completed,11/08/2023 08:14,,11/08/2023 08:16,d7e6c3350f
y1yjdzqy35ikp8k1h14fhy1yjdzqy78k,10008501,Daniel,1,5,3,4,"Click on speeds its not really changed much, when the engineer plugged inn his device it did show up 150 so might be just be my phone",completed,11/08/2023 08:06,,11/08/2023 08:07,d7e6c3350f
gh33soq0ivwuk6f6gh33soch0hp1ha0h,10008450,Anthony,1,5,5,5,Good Professional,completed,10/08/2023 08:24,,10/08/2023 08:25,d7e6c3350f
l7oeg9ca5wvg9l1tyxl7oeg9ajtrl1nc,10008485,Anthony,1,5,1,1,"Broadband not working, contacted talk talk and they are dealing with it.",completed,10/08/2023 08:20,,10/08/2023 08:21,d7e6c3350f
2itagwlpqzke2i3lvgog2itagw73706z,10008441,Anthony,1,5,1,3,broadband not currently working. the engineer was fine!,completed,09/08/2023 08:32,,09/08/2023 08:33,d7e6c3350f
prk1uycvn8kqxzprk1u85l8m1q2usi7u,10008440,Harry,1,5,1,3,Internets not working and awaiting follow up appointment,completed,09/08/2023 08:26,,09/08/2023 08:27,d7e6c3350f
y15ylbe9sdidnswchozf4y15ylbef983,10008477,Anthony,1,3,1,1,"Installed in a Bad location where it doesn't work throughout the house, tv isn't working now.",completed,09/08/2023 08:19,,09/08/2023 08:22,d7e6c3350f
fj78evg9mpcuzosfj78fn76t357j8wh1,10008430,Anthony,1,4,3,4,would of like more info before install,completed,08/08/2023 13:04,,08/08/2023 13:06,d7e6c3350f
r71xselpnotw46mbr71xy01mewscez0a,10008434,Paul,0,5,4,5,very good very tidy cleaned up and no mess,completed,08/08/2023 09:46,,08/08/2023 09:48,d7e6c3350f
26vuf53nmj3cp7thpa1x26vufe1nep7b,10008433,Daniel,1,5,5,5,The install Danny was great professional nice was very happy with it,completed,08/08/2023 09:29,,08/08/2023 09:30,d7e6c3350f
ehcaqey1ru6oimmp6qm0nxehcaqeoeai,10008406,Kieron,1,5,5,5,guy did a speed check and didnt have ethernet connection and he called back later while he was out i thought id check the speed on talk talk i have one on my phone just a standard one. it says it 8mbps,completed,08/08/2023 09:04,,08/08/2023 09:06,d7e6c3350f
ttq1nlrq6w6wsilrk1ttq1nrubk16ulb,10008347,Harry,1,4,4,4,The chap who came was very good but wanted more info from talk talk,completed,07/08/2023 13:47,,07/08/2023 13:48,59e84c762e
1qju62z4oko06od9pnbg1qju62pegtvg,10008475,Anthony,1,5,5,5,everything was okay,completed,07/08/2023 13:44,,07/08/2023 13:45,59e84c762e
anqmz9ftl146xdanq99g3vca31sbcyn2,10007925,Mark,1,5,5,5,we didnt know what it would involve a drill,completed,07/08/2023 13:32,,07/08/2023 13:33,59e84c762e
czrgxx8c3bjt3ao4edlczrgxw0jtr1mi,10008398,Anthony,1,5,4,5,no,completed,07/08/2023 10:19,,07/08/2023 13:27,59e84c762e
7b5l7dtf15iluesd27b5jq30lwi9zvmw,10008396,Paul,1,5,5,5,Fantastic,completed,07/08/2023 10:12,,07/08/2023 10:13,59e84c762e
orm3ljfu2nqcsmwwormyyd1iif46coqk,10008442,Harry,1,5,5,5,,completed,07/08/2023 09:51,,07/08/2023 09:52,59e84c762e
oihnzkw9z4c6ytz162y8yoihnzkw9c66,10007978,Harry,1,5,5,5,Couldn't fault them at all,completed,04/08/2023 08:26,,04/08/2023 08:27,59e84c762e
uvbybht9z9lv8tw9pkuvbyb0adgmkpdq,10008393,Mark,1,5,5,5,"engineers were prompt professional and done a great job, top marks.",completed,04/08/2023 08:23,,04/08/2023 08:25,6103263c88
lbeni5pvyzwhtbn7fqlbeni57mrl6uz3,10007938,Daniel,1,3,5,3,Broadband is not working,completed,04/08/2023 08:22,,04/08/2023 08:23,59e84c762e
818kei5bmmvadnz3nzcmw818keiym4dd,10008380,Paul,1,5,4,3,No,completed,04/08/2023 08:17,,04/08/2023 08:19,59e84c762e
2lmterbk02l1fod6l2lmt9tektv0dz9e,10008331,Anthony,1,4,5,5,N/a,completed,03/08/2023 13:19,,03/08/2023 13:20,59e84c762e
6o57n09dosglig24u6o5dt607mckwdqp,10008340,Anthony,1,5,5,5,N/a,completed,03/08/2023 12:45,,03/08/2023 12:46,59e84c762e
iz0hv7qiy9tdtkkz7eim0iiz0hv7qihu,10008318,Callum,1,5,5,5,1 hiccup but was sorted out,completed,03/08/2023 10:15,,03/08/2023 10:17,59e84c762e
hqw0yroloz6qnrohqw0yad8dq7mt4mlf,10007935,Mark,1,5,4,5,very good tidy and efficient,completed,03/08/2023 09:35,,03/08/2023 09:37,59e84c762e
3fmnfitx1pwjtqqebd3fmnfiozo0gosy,10008367,Paul,1,5,5,5,No,completed,03/08/2023 08:49,,03/08/2023 08:53,59e84c762e
e6g45l1ssk9zq4oq64mkze6g45l06b2z,10007667,Callum,1,5,4,5,Callum was very good very clean very tidy,completed,02/08/2023 09:40,,02/08/2023 09:42,59e84c762e
1jfoq7t0w50mnmk1jfoqmkwnz96r5icg,10008250,Mark,1,5,5,5,really nice guy credit to the company,completed,02/08/2023 09:32,,02/08/2023 09:33,59e84c762e
uyo24d1pfpaq3s2g4uuyo24xv49bvwuu,10007950,Kieron,1,4,4,4,no,completed,02/08/2023 09:22,,02/08/2023 09:23,59e84c762e
kxx98pv1q8vw746ofaekxx98pvwd4agu,10007886,Harry,1,5,4,4,,completed,01/08/2023 09:54,,01/08/2023 09:55,59e84c762e
7jce0bc5gy5t68nn7jce0b3bfjepeiey,10008290,Brandon,1,4,5,4,feel the cable outside should have some protection against the wall.,completed,01/08/2023 09:31,,01/08/2023 09:32,59e84c762e
n2somfmh6xeln29hcrfbqqr94wbhk49h,10008304,Callum,1,4,3,4,The speeds are a bit flaky,completed,01/08/2023 09:25,,01/08/2023 09:29,59e84c762e
bzu59k5gr4mdzqxk3tbzu59odduz866o,10008295,Paul,1,5,5,3,Engineers was 5 hours late,completed,01/08/2023 09:19,,01/08/2023 09:20,59e84c762e
jzme2b2jxydp7x2y3pjzme2bfdtcsod8,10008306,Callum,1,5,4,5,"Engineer was 5 mins late, all went smoothly",completed,01/08/2023 09:09,,01/08/2023 09:10,59e84c762e
eod6asgf7z63lh41qleod6ue5fqfj3jo,10007717,Paul,1,5,4,5,no,completed,13/07/2023 13:01,,13/07/2023 13:03,4841b26442
uhz7tkal6dz2v205ouhzey8njrmcfwzl,10007956,Daniel,1,5,5,5,,completed,13/07/2023 12:57,,13/07/2023 12:58,4841b26442
pbyrqu7nntgvo92bl2qwspbyrqun2l38,10007958,Harry,1,5,5,5,chaps were lovey,completed,13/07/2023 12:55,,13/07/2023 12:56,4841b26442
nluwxb3ma3r8xdkg6wsnluw5ysyopn62,10007952,Daniel,1,3,4,3,a little bit more info on what would happen before they come,completed,13/07/2023 12:52,,13/07/2023 12:53,4841b26442
53ptkb1852bixsokmyw53pbdr67c9gcc,10007953,Paul,1,5,5,5,Guys were fantastic,completed,13/07/2023 12:49,,13/07/2023 12:50,4841b26442
r8dul1ojkp19fr8d6u57muasaon33yjp,10007213,Mark,1,5,5,5,,completed,13/07/2023 09:35,,13/07/2023 12:49,4841b26442
si1h6wqybl7bsaiukjkbnsi1h6wq810v,10007957,Daniel,1,5,5,5,,completed,13/07/2023 09:25,,13/07/2023 09:26,63b09d443b
e123v19xnu7pmcfe1oktzyg0p0dmzl0s,155368761,Harry,1,5,4,4,"install was really good, but the mess it took to get the install in the first place",completed,13/07/2023 09:18,,13/07/2023 09:19,63b09d443b
th90r2n2losttt8th90ndjkmt75pyx4e,10007949,Harry,0,5,5,1,No,completed,13/07/2023 09:10,,13/07/2023 09:12,63b09d443b
95vxx8udr60hqwzdqq95vxwiqsdg9129,10007952,Daniel,1,3,4,4,No,completed,13/07/2023 09:01,,13/07/2023 09:07,63b09d443b
nehgisfqrzgk4fbaqm4knehgisfem7ov,10007929,Harry,1,5,5,5,"the only issue, when he came he did what he could but then had to get the lift to go to the otherisde of the road because the post outside out house didn't have the wire",completed,12/07/2023 13:34,,12/07/2023 13:35,63b09d443b
0tgy2t6gzitjwlhbjp30tgy2td8htjh8,10007839,Mark,1,5,1,1,service is worse than before,completed,12/07/2023 08:42,,12/07/2023 08:43,63b09d443b
ou5wz3hwwnvb0ji162eou5wzqofflf8g,10007774,Anthony,1,5,5,5,very clean did a good job,completed,12/07/2023 08:39,,12/07/2023 08:39,63b09d443b
da4995l1r6o8iy8h2eda499sdh2vrzx4,10007904,Daniel,1,5,5,5,,completed,12/07/2023 08:37,,12/07/2023 08:37,63b09d443b
zpfbstkw9pq0xe6m6eyzpfbsta2rugxg,10007916,Callum,1,5,5,5,went well and seems to have done a very good job,completed,12/07/2023 08:30,,12/07/2023 08:32,63b09d443b
g265di5c6v99uaa5dbzg265di512std1,15494641,Daniel,1,5,3,1,"the reason for the 1 its now been installed on the 8th visit somewhere its taken over 12 month,",completed,12/07/2023 08:27,,12/07/2023 08:28,63b09d443b
8skq4p9msjsw1f8skq4ypb4d6hholxtv,10007889,Callum,1,5,1,2,Not Connected yet,completed,11/07/2023 09:59,,11/07/2023 10:00,63b09d443b
j2tyf8bawk3awej5yj2tyf8wku653qft,10007882,Harry,1,5,5,5,no,completed,11/07/2023 09:55,,11/07/2023 09:56,63b09d443b
wqpas8vevfjcppdqlfwqpas8veefv1nk,10007878,Mark,0,5,5,5,Everything was fine,completed,11/07/2023 09:47,,11/07/2023 09:48,63b09d443b
4u0aqroi6xeasxolsdlybb84u0aqxcc2,10007896,Paul,1,5,5,5,They fella was quick efficient and got it all done in time,completed,11/07/2023 09:28,,11/07/2023 09:41,63b09d443b
rk2it5typytcqmwli9rk2itc8uzcg1q8,10005340,Harry,1,5,1,3,Broadband doesnt work gets 3mbps,completed,11/07/2023 09:10,,11/07/2023 09:12,63b09d443b
gwnh5kr6x0gn01ggwnh3o722cdq1pw3z,10007852,Harry,1,5,5,5,very polite,completed,10/07/2023 13:34,,10/07/2023 13:34,63b09d443b
uy6o7aubzc8x678jkauy6ohshfedf1o1,10007869,Paul,1,5,5,5,,completed,10/07/2023 13:30,,10/07/2023 13:31,63b09d443b
ocglbu147mupbkq2wfzbv679aocglbu1,10007155,Paul,1,5,5,5,everything was fine,completed,10/07/2023 10:36,,10/07/2023 10:36,63b09d443b
1ay51rcyugkdh9lor5e1ay51v1b54es4,10007865,Mark,1,5,5,5,Great job  done,completed,10/07/2023 10:23,,10/07/2023 10:24,63b09d443b
pcyvn4l00tuicb7fhpcyvng8nvhjt2yj,10007863,Callum,1,5,5,5,Engineer was lovely,completed,10/07/2023 10:12,,10/07/2023 10:12,63b09d443b
q967vxa0gp2q76naq96dzyu1zi1veq4v,10007874,Daniel,1,3,5,5,No,completed,10/07/2023 09:59,,10/07/2023 10:00,63b09d443b
